name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray
CXD_1613_FDSW210423245-1r,BH4_FDSW220017124-1r,0.0177854,0.18391147,0.830865811,0.379684277,0.080349968
BH8_FDSW220017128-1r,BH6_FDSW220017126-1r,0.8254066,0.133351275,0.161558285,-2.479465014,0.032547224
BH10_FDSW220017130-1r,BH6_FDSW220017126-1r,0.7762352,0.133736105,0.172288122,-2.433629276,0.044503779
BH12_FDSW220017132-1r,BH6_FDSW220017126-1r,0.7797486,0.133953942,0.171791193,-2.435752057,0.043689652
BH14_FDSW220017134-1r,BH6_FDSW220017126-1r,0.6311823,0.141464687,0.224126512,-2.212185933,0.096282382
BH15_FDSW220017135-1r,BH6_FDSW220017126-1r,0.6685291,0.137589839,0.205809798,-2.290431312,0.079103844
DD1_FDSW220008388-1r,BH6_FDSW220017126-1r,0.0134557,0.149473249,0.862127278,0.513227076,0.077609379
DD3_FDSW220008390-2r,BH6_FDSW220017126-1r,0.0186572,0.167553309,0.848273092,0.454044738,0.094455913
DD5_FDSW220008392-2r,BH6_FDSW220017126-1r,0.0159421,0.171820412,0.841596402,0.42552324,0.078086264
DD7_FDSW220008394-1r,BH6_FDSW220017126-1r,0.0161451,0.172219101,0.841364818,0.424533959,0.078875799
DD9_FDSW220008396-1r,BH6_FDSW220017126-1r,0.0199907,0.167423789,0.8495595,0.459540019,0.101438925
DD11_FDSW220008398-1r,BH6_FDSW220017126-1r,0.0201203,0.167292783,0.84980556,0.460591138,0.1022061
DD13_FDSW220008400-2r,BH6_FDSW220017126-1r,0.0164282,0.167781574,0.846118632,0.444841312,0.082847036
DD15_FDSW220008402-2r,BH6_FDSW220017126-1r,0.0176986,0.168267129,0.846718605,0.447404276,0.089059188
DY2_FDME210438600-1b,BH6_FDSW220017126-1r,0.0043301,0.124909808,0.878895899,0.584859309,0.030467641
DY3_FDME210438601-1r,BH6_FDSW220017126-1r,0.0246383,0.087657023,0.935389381,0.826188284,0.262915661
DY6_FDME210438604-1r,BH6_FDSW220017126-1r,0.0014819,0.112232941,0.889084593,0.628383394,0.011739285
DY7_FDME210438605-1r,BH6_FDSW220017126-1r,0.0006661,0.106019475,0.894576402,0.651843315,0.005620452
DY10_FDME210438608-1r,BH6_FDSW220017126-1r,0.0019154,0.137515965,0.864139207,0.521821642,0.012036219
DY11_FDME210438609-1r,BH6_FDSW220017126-1r,0.0015768,0.109786234,0.891619671,0.639212746,0.012805849
DY13_FDME210438611-1b,BH6_FDSW220017126-1r,0.0004444,0.094221654,0.906181053,0.701416088,0.004274037
DY15_FDME210438613-1r,BH6_FDSW220017126-1r,0.0009112,0.11136429,0.889446174,0.629927993,0.007277587
LYG1_FDME210455382-1r,BH6_FDSW220017126-1r,0.0146681,0.183541023,0.828613158,0.37006139,0.066220513
