name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray
YC7_FDME220007411-1a,BH4_FDSW220017124-1r,0.0312434,0.370481424,0.6498212,0.036102811,0.054800652
YC9_FDME220007413-1r,BH4_FDSW220017124-1r,0.0325487,0.35779594,0.66381022,0.08038943,0.060386822
YC11_FDME220007415-1r,BH4_FDSW220017124-1r,0.0326972,0.36771696,0.653655753,0.048242288,0.058122728
YC13_FDME220007417-1r,BH4_FDSW220017124-1r,0.0329379,0.37059135,0.650846155,0.039347628,0.057846751
YC15_FDME220007419-1r,BH4_FDSW220017124-1r,0.0314235,0.378110363,0.642065585,0.011549984,0.053359944
ZH1_FDSW220008784-1r,BH4_FDSW220017124-1r,0.0303864,0.276910437,0.745750227,0.339796159,0.081833913
ZH3_FDSW220008786-1r,BH4_FDSW220017124-1r,0.0482047,0.305732462,0.729429467,0.288127684,0.115008816
ZH5_FDSW220008788-1r,BH4_FDSW220017124-1r,0.0301651,0.284397725,0.737859893,0.314816837,0.078262291
ZH7_FDSW220008790-1r,BH4_FDSW220017124-1r,0.0454911,0.310198041,0.722677347,0.266751737,0.105981931
ZH9_FDSW220008792-2r,BH4_FDSW220017124-1r,0.0450933,0.310485066,0.72207571,0.264847068,0.104870669
ZH11_FDSW220008794-2r,BH4_FDSW220017124-1r,0.0410776,0.296448272,0.73368995,0.301615577,0.101664355
ZH13_FDSW220008796-2r,BH4_FDSW220017124-1r,0.0424981,0.301862084,0.729124314,0.28716163,0.102650845
ZH15_FDSW220008798-2r,BH4_FDSW220017124-1r,0.0442135,0.29548473,0.737105274,0.312427854,0.110293361
CXD_1412_FDSW210423229-1r,BH4_FDSW220017124-1r,0.0575711,0.352967713,0.686558198,0.152405271,0.111981661
CXD_1414_FDSW210423231-1r,BH4_FDSW220017124-1r,0.0558173,0.363507036,0.674120553,0.113030016,0.103512685
CXD_1604_FDSW210423236-1r,BH4_FDSW220017124-1r,0.0575,0.336992509,0.703456224,0.205901259,0.120028582
