,distv_num,dist_loca_num,Type
2027,-1.820493607,6.322060537,Host
8145,-1.81969698,6.049067775,Virus
7029,-1.819525665,5.766225705,Virus
2233,-1.819383046,6.322060537,Host
8146,-1.815674017,6.049067775,Virus
7769,-1.81499849,5.969352378,Virus
9542,-1.814168697,6.261948077,Virus
8243,-1.813862667,6.052054815,Virus
6072,-1.813627754,5.350435739,Virus
7780,-1.813552657,5.969352378,Virus
2431,-1.813126934,6.322060537,Host
7057,-1.812630511,5.766225705,Virus
6070,-1.812630024,5.350435739,Virus
7059,-1.810148508,5.766225705,Virus
8149,-1.808973824,6.049067775,Virus
8151,-1.80886475,6.049067775,Virus
2366,-1.80868727,6.322060537,Host
3164,-1.807924116,6.302390873,Host
7058,-1.805654518,5.766225705,Virus
7827,-1.8054753,5.970751066,Virus
6068,-1.803196763,5.350435739,Virus
6066,-1.80290068,5.350435739,Virus
1729,-1.802504478,5.970751066,Host
7026,-1.801958422,5.766225705,Virus
3343,-1.800695977,5.969352378,Host
7025,-1.800120807,5.766225705,Virus
1999,-1.799697793,5.350435739,Host
6065,-1.799495359,5.350435739,Virus
3401,-1.799413865,6.052054815,Host
6897,-1.799120146,5.723030061,Virus
7061,-1.797976644,5.766225705,Virus
3266,-1.796840995,6.302390873,Host
7832,-1.794805678,5.970751066,Virus
7825,-1.794455587,5.970751066,Virus
3316,-1.794132836,6.302390873,Host
3338,-1.793681746,5.969352378,Host
6921,-1.792145215,5.723030061,Virus
7829,-1.791586729,5.970751066,Virus
6071,-1.790354185,5.350435739,Virus
3340,-1.787817095,5.969352378,Host
3344,-1.786857454,5.969352378,Host
9541,-1.786222608,6.261948077,Virus
2159,-1.785821837,6.322060537,Host
3107,-1.784630816,6.302390873,Host
2023,-1.783605966,6.322060537,Host
2427,-1.782972427,6.322060537,Host
3203,-1.782756986,6.052054815,Host
9080,-1.780443445,6.210694031,Virus
9078,-1.779657629,6.210694031,Virus
8242,-1.778833443,6.052054815,Virus
9553,-1.778357712,6.261948077,Virus
7746,-1.778342199,5.969352378,Virus
3160,-1.775002763,6.302390873,Host
3057,-1.774772159,6.302390873,Host
3135,-1.77421804,5.969352378,Host
9893,-1.773344912,6.322060537,Virus
3099,-1.77292105,6.052054815,Host
6537,-1.771159602,5.565318157,Virus
3046,-1.770925489,6.052054815,Host
3152,-1.770823369,6.052054815,Host
3045,-1.770781961,6.052054815,Host
9560,-1.770756649,6.261948077,Virus
8299,-1.770076726,6.052054815,Virus
7784,-1.770053031,5.969352378,Virus
3153,-1.769983896,6.052054815,Host
7778,-1.768625806,5.969352378,Virus
3100,-1.767135815,6.052054815,Host
3341,-1.766848872,5.969352378,Host
2090,-1.766475128,6.322060537,Host
7826,-1.766231898,5.970751066,Virus
8821,-1.763754824,6.167947556,Virus
1437,-1.762722132,6.210694031,Host
7748,-1.762700424,5.969352378,Virus
3112,-1.761086953,6.302390873,Host
1705,-1.76089185,5.350435739,Host
2091,-1.758842845,6.322060537,Host
1743,-1.758569959,6.210694031,Host
2160,-1.758286751,6.322060537,Host
8286,-1.758001835,6.052054815,Virus
7761,-1.757460834,5.969352378,Virus
3156,-1.756973971,6.052054815,Host
2165,-1.75690849,6.322060537,Host
6529,-1.755988912,5.565318157,Virus
3049,-1.755638055,6.052054815,Host
9537,-1.755498331,6.261948077,Virus
8822,-1.754927822,6.167947556,Virus
3109,-1.754903276,6.302390873,Host
6929,-1.754763115,5.723030061,Virus
2096,-1.754723648,6.322060537,Host
6525,-1.753427017,5.565318157,Virus
6945,-1.752886986,5.723030061,Virus
6913,-1.752260453,5.723030061,Virus
1723,-1.752168822,5.970751066,Host
3103,-1.750348657,6.052054815,Host
3082,-1.749451199,5.969352378,Host
9889,-1.747909631,6.322060537,Virus
6553,-1.747493655,5.565318157,Virus
3113,-1.745531308,6.302390873,Host
6549,-1.744671888,5.565318157,Virus
7752,-1.743630344,5.969352378,Virus
9544,-1.742875491,6.261948077,Virus
8820,-1.741976569,6.167947556,Virus
9566,-1.740614948,6.261948077,Virus
2361,-1.73930567,6.322060537,Host
3110,-1.738840814,6.302390873,Host
3202,-1.73858784,6.204440095,Host
7751,-1.737154294,5.969352378,Virus
3053,-1.736496234,6.302390873,Host
2360,-1.73645274,6.322060537,Host
9896,-1.735859138,6.322060537,Virus
3101,-1.734262947,6.052054815,Host
3354,-1.731296358,6.052054815,Host
3215,-1.729413996,6.302390873,Host
3355,-1.728847261,6.052054815,Host
9554,-1.728780918,6.261948077,Virus
8817,-1.728411031,6.167947556,Virus
9582,-1.727943792,6.261948077,Virus
3155,-1.727222389,6.052054815,Host
3102,-1.726360194,6.052054815,Host
8278,-1.725216015,6.052054815,Virus
9565,-1.724954994,6.261948077,Virus
8288,-1.723048527,6.052054815,Virus
1542,-1.722835918,6.255168341,Host
7783,-1.72266753,5.969352378,Virus
3048,-1.721075695,6.052054815,Host
2161,-1.719463002,6.322060537,Host
2092,-1.717337561,6.322060537,Host
8824,-1.716731294,6.167947556,Virus
3358,-1.715433939,6.052054815,Host
8823,-1.714932566,6.167947556,Virus
3217,-1.713808282,6.302390873,Host
8819,-1.711878194,6.167947556,Virus
9581,-1.711804954,6.261948077,Virus
6521,-1.711491781,5.565318157,Virus
3154,-1.710142344,6.052054815,Host
3214,-1.706435313,6.302390873,Host
8280,-1.705756589,6.052054815,Virus
8298,-1.704806847,6.052054815,Virus
3047,-1.704322046,6.052054815,Host
8285,-1.703526246,6.052054815,Virus
9538,-1.700834772,6.261948077,Virus
3356,-1.699362054,6.052054815,Host
3105,-1.696670105,6.052054815,Host
8818,-1.696422768,6.167947556,Virus
3218,-1.696102938,6.302390873,Host
1544,-1.695842256,6.255168341,Host
8267,-1.695531415,6.052054815,Virus
9890,-1.694399227,6.322060537,Virus
9561,-1.694048068,6.261948077,Virus
9556,-1.693603485,6.261948077,Virus
3337,-1.692247997,5.969352378,Host
3268,-1.691988073,6.302390873,Host
2362,-1.691699291,6.322060537,Host
7729,-1.689439505,5.969352378,Virus
2020,-1.689354135,6.322060537,Host
3357,-1.689313378,6.052054815,Host
3318,-1.688954266,6.302390873,Host
9568,-1.686276982,6.261948077,Virus
6565,-1.686168467,5.565318157,Virus
3163,-1.685463668,6.302390873,Host
3158,-1.684519872,6.052054815,Host
1780,-1.684232775,5.350435739,Host
6517,-1.682855919,5.565318157,Virus
6573,-1.682349936,5.565318157,Virus
2529,-1.682343495,6.176226428,Host
2021,-1.681638294,6.322060537,Host
3043,-1.678146895,6.204440095,Host
3097,-1.677563988,6.204440095,Host
2026,-1.673925547,6.322060537,Host
9577,-1.673474902,6.261948077,Virus
9559,-1.673290287,6.261948077,Virus
8277,-1.669933801,6.052054815,Virus
3051,-1.668026671,6.052054815,Host
6558,-1.661741633,5.565318157,Virus
3104,-1.661353793,6.052054815,Host
8939,-1.661235297,6.176226428,Virus
9540,-1.661129582,6.261948077,Virus
3360,-1.660694025,6.052054815,Host
6545,-1.658940849,5.565318157,Virus
8246,-1.658033668,6.052054815,Virus
3150,-1.656874291,6.204440095,Host
9584,-1.655636971,6.261948077,Virus
8284,-1.655224563,6.052054815,Virus
9892,-1.654052738,6.322060537,Virus
7785,-1.653991565,5.969352378,Virus
9543,-1.653190595,6.261948077,Virus
9870,-1.652868997,6.322060537,Virus
9562,-1.647998856,6.261948077,Virus
3056,-1.647642685,6.302390873,Host
6513,-1.646563068,5.565318157,Virus
6550,-1.64341636,5.565318157,Virus
6534,-1.642535981,5.565318157,Virus
6099,-1.641953024,5.350435739,Virus
9574,-1.641247486,6.261948077,Virus
8251,-1.640806621,6.052054815,Virus
6542,-1.640384503,5.565318157,Virus
9895,-1.640026188,6.322060537,Virus
3098,-1.639148512,6.052054815,Host
9555,-1.638646505,6.261948077,Virus
8921,-1.637382823,6.176226428,Virus
8276,-1.636386241,6.052054815,Virus
8937,-1.636025973,6.176226428,Virus
8266,-1.635471441,6.052054815,Virus
8302,-1.634462184,6.052054815,Virus
2022,-1.63309136,6.322060537,Host
2531,-1.632009814,6.176226428,Host
9578,-1.626250608,6.261948077,Virus
8923,-1.623083731,6.176226428,Virus
3157,-1.622332503,6.052054815,Host
3165,-1.620507469,6.302390873,Host
3359,-1.619949455,6.052054815,Host
9573,-1.618301197,6.261948077,Virus
8248,-1.617667866,6.052054815,Virus
3269,-1.617591572,6.302390873,Host
3319,-1.614196929,6.302390873,Host
9869,-1.613516661,6.322060537,Virus
9539,-1.610877505,6.261948077,Virus
3162,-1.608658063,6.302390873,Host
8291,-1.608477994,6.052054815,Virus
6083,-1.608393494,5.350435739,Virus
6569,-1.606106753,5.565318157,Virus
3151,-1.605560737,6.052054815,Host
9567,-1.604891922,6.261948077,Virus
3265,-1.604161664,6.302390873,Host
9138,-1.603313644,6.214917603,Virus
9564,-1.602353606,6.261948077,Virus
9146,-1.601971268,6.214917603,Virus
3315,-1.600768574,6.302390873,Host
3050,-1.599187001,6.052054815,Host
9891,-1.597926001,6.322060537,Virus
8287,-1.597295249,6.052054815,Virus
3166,-1.597262333,6.302390873,Host
6561,-1.596371271,5.565318157,Virus
8250,-1.595824937,6.052054815,Virus
8304,-1.594821417,6.052054815,Virus
8281,-1.594771636,6.052054815,Virus
3353,-1.59315744,6.052054815,Host
9569,-1.587130566,6.261948077,Virus
8245,-1.586701187,6.052054815,Virus
9583,-1.582652762,6.261948077,Virus
9580,-1.579358839,6.261948077,Virus
6566,-1.578316084,5.565318157,Virus
8259,-1.577524184,6.052054815,Virus
9865,-1.576043324,6.322060537,Virus
8279,-1.575364295,6.052054815,Virus
9576,-1.574924468,6.261948077,Virus
9154,-1.574761433,6.214917603,Virus
3044,-1.574633373,6.052054815,Host
9872,-1.568481439,6.322060537,Virus
6526,-1.567310063,5.565318157,Virus
8776,-1.56570303,6.156901391,Virus
7753,-1.56520197,5.969352378,Virus
9563,-1.564533787,6.261948077,Virus
8270,-1.563534214,6.052054815,Virus
7737,-1.563112774,5.969352378,Virus
9162,-1.562556711,6.214917603,Virus
1629,-1.561964901,5.350435739,Host
8273,-1.560792612,6.052054815,Virus
9144,-1.560130011,6.214917603,Virus
9550,-1.558692,6.261948077,Virus
9152,-1.558669514,6.214917603,Virus
8301,-1.558496568,6.052054815,Virus
8244,-1.557658929,6.052054815,Virus
8784,-1.556273327,6.156901391,Virus
1548,-1.553302882,6.255168341,Host
3058,-1.551895441,6.302390873,Host
9143,-1.549810101,6.214917603,Virus
1547,-1.549765279,6.255168341,Host
8258,-1.549531128,6.052054815,Virus
9178,-1.547671082,6.214917603,Virus
8290,-1.545569464,6.052054815,Virus
9887,-1.54540354,6.322060537,Virus
9170,-1.544603746,6.214917603,Virus
9142,-1.544363624,6.214917603,Virus
9888,-1.542903962,6.322060537,Virus
9570,-1.541959282,6.261948077,Virus
504,-1.541190522,5.565318157,Host
9579,-1.540205207,6.261948077,Virus
8254,-1.537363764,6.052054815,Virus
1549,-1.536532504,6.255168341,Host
9549,-1.536436657,6.261948077,Virus
9151,-1.533889119,6.214917603,Virus
171,-1.533740084,6.247092794,Host
9268,-1.532409016,6.247092794,Virus
6574,-1.531302087,5.565318157,Virus
9140,-1.528047345,6.214917603,Virus
9575,-1.527905787,6.261948077,Virus
9139,-1.52774747,6.214917603,Virus
6518,-1.52767586,5.565318157,Virus
9272,-1.526016231,6.247092794,Virus
9176,-1.525265259,6.214917603,Virus
169,-1.523834889,6.247092794,Host
77,-1.523157444,6.247092794,Host
6705,-1.520988606,5.685103779,Virus
8800,-1.520625296,6.156901391,Virus
6715,-1.520495884,5.685103779,Virus
9150,-1.520220719,6.214917603,Virus
6067,-1.520065432,5.350435739,Virus
8272,-1.519897125,6.052054815,Virus
9160,-1.5192285,6.214917603,Virus
9147,-1.519121997,6.214917603,Virus
1543,-1.518992657,6.255168341,Host
9148,-1.518651833,6.214917603,Virus
6713,-1.517320525,5.685103779,Virus
9175,-1.514970822,6.214917603,Virus
9862,-1.514474705,6.322060537,Virus
9270,-1.514055203,6.247092794,Virus
9866,-1.513286719,6.322060537,Virus
1546,-1.513283104,6.255168341,Host
75,-1.513225957,6.247092794,Host
231,-1.511813581,5.565318157,Host
9174,-1.511812944,6.214917603,Virus
8300,-1.511496078,6.052054815,Virus
6707,-1.51133604,5.685103779,Virus
8760,-1.510550276,6.156901391,Virus
9141,-1.510082592,6.214917603,Virus
172,-1.50997926,6.247092794,Host
166,-1.508134448,6.247092794,Host
323,-1.507472702,5.565318157,Host
9149,-1.507375809,6.214917603,Virus
9269,-1.50656401,6.247092794,Virus
173,-1.50652652,6.247092794,Host
9300,-1.506077196,6.247092794,Virus
8294,-1.505351321,6.052054815,Virus
9276,-1.505241193,6.247092794,Virus
9304,-1.505111037,6.247092794,Virus
9271,-1.50432208,6.247092794,Virus
7777,-1.503675516,5.969352378,Virus
447,-1.502946168,6.247092794,Host
9280,-1.502745127,6.247092794,Virus
9552,-1.50168992,6.261948077,Virus
9572,-1.501442855,6.261948077,Virus
9267,-1.5003678,6.247092794,Virus
132,-1.499244235,6.214917603,Host
78,-1.498839719,6.247092794,Host
72,-1.498230392,6.247092794,Host
8247,-1.497562035,6.052054815,Virus
79,-1.49689975,6.247092794,Host
131,-1.496370267,6.214917603,Host
9172,-1.496102798,6.214917603,Virus
8256,-1.495610806,6.052054815,Virus
8269,-1.495607696,6.052054815,Virus
9184,-1.494662853,6.214917603,Virus
38,-1.49452575,6.214917603,Host
9183,-1.494363022,6.214917603,Virus
9159,-1.494344697,6.214917603,Virus
3055,-1.492990132,6.302390873,Host
168,-1.492803901,6.247092794,Host
8262,-1.492271072,6.052054815,Virus
8768,-1.490733094,6.156901391,Virus
9545,-1.490067609,6.261948077,Virus
445,-1.489897502,6.247092794,Host
3059,-1.489832057,6.302390873,Host
170,-1.489550531,6.247092794,Host
9167,-1.489346976,6.214917603,Virus
408,-1.488773472,6.214917603,Host
129,-1.488660671,6.214917603,Host
593,-1.488600569,5.565318157,Host
9868,-1.488545551,6.322060537,Virus
9277,-1.487465842,6.247092794,Virus
37,-1.487239845,6.214917603,Host
9168,-1.486880363,6.214917603,Virus
8926,-1.486665518,6.176226428,Virus
1545,-1.486611977,6.255168341,Host
8897,-1.48550739,6.176226428,Virus
9278,-1.485488783,6.247092794,Virus
9137,-1.485252932,6.214917603,Virus
9861,-1.484305983,6.322060537,Virus
9689,-1.484304,6.302390873,Virus
9145,-1.483708593,6.214917603,Virus
9551,-1.482395836,6.261948077,Virus
9279,-1.482303989,6.247092794,Virus
9846,-1.482056045,6.322060537,Virus
9526,-1.481621342,6.261948077,Virus
9302,-1.481468562,6.247092794,Virus
167,-1.481453932,6.247092794,Host
74,-1.481199097,6.247092794,Host
407,-1.480519907,6.214917603,Host
76,-1.479726942,6.247092794,Host
8899,-1.479416464,6.176226428,Virus
448,-1.478457173,6.247092794,Host
9158,-1.478418074,6.214917603,Virus
8253,-1.478115893,6.052054815,Virus
9486,-1.477976943,6.260196027,Virus
9182,-1.477846726,6.214917603,Virus
9171,-1.477682932,6.214917603,Virus
442,-1.477297832,6.247092794,Host
9275,-1.477086648,6.247092794,Virus
9173,-1.477041564,6.214917603,Virus
35,-1.476915966,6.214917603,Host
8241,-1.476633172,6.052054815,Virus
9303,-1.476077723,6.247092794,Virus
9266,-1.475620331,6.247092794,Virus
9299,-1.475607371,6.247092794,Virus
9864,-1.475573848,6.322060537,Virus
9301,-1.473563129,6.247092794,Virus
9478,-1.473551234,6.260196027,Virus
449,-1.47345239,6.247092794,Host
128,-1.472680375,6.214917603,Host
73,-1.472426881,6.247092794,Host
9166,-1.471467927,6.214917603,Virus
537,-1.471152493,6.247092794,Host
9265,-1.470266798,6.247092794,Virus
9502,-1.469662305,6.260196027,Virus
8758,-1.469134259,6.156901391,Virus
535,-1.467898074,6.247092794,Host
9571,-1.467343712,6.261948077,Virus
130,-1.466726955,6.214917603,Host
9871,-1.466484125,6.322060537,Virus
9180,-1.462957615,6.214917603,Virus
8774,-1.461692296,6.156901391,Virus
8782,-1.461658023,6.156901391,Virus
126,-1.461037159,6.214917603,Host
7745,-1.460902227,5.969352378,Virus
444,-1.459741397,6.247092794,Host
8296,-1.459663584,6.052054815,Virus
9169,-1.459205659,6.214917603,Virus
34,-1.459133184,6.214917603,Host
9155,-1.457761759,6.214917603,Virus
446,-1.457748922,6.247092794,Host
405,-1.457088362,6.214917603,Host
133,-1.456940028,6.214917603,Host
9163,-1.456765784,6.214917603,Virus
8798,-1.456758168,6.156901391,Virus
6737,-1.456611397,5.685103779,Virus
9179,-1.456586481,6.214917603,Virus
8928,-1.456363015,6.176226428,Virus
9681,-1.456195571,6.302390873,Virus
8766,-1.455674194,6.156901391,Virus
9312,-1.455273674,6.247092794,Virus
8297,-1.455096277,6.052054815,Virus
9308,-1.454878081,6.247092794,Virus
9857,-1.454647511,6.322060537,Virus
36,-1.454624111,6.214917603,Host
9064,-1.454440167,6.204440095,Virus
9156,-1.454309162,6.214917603,Virus
9704,-1.45377914,6.302390873,Virus
9845,-1.453697244,6.322060537,Virus
9273,-1.453238471,6.247092794,Virus
681,-1.453206554,5.565318157,Host
39,-1.452623002,6.214917603,Host
8303,-1.452594313,6.052054815,Virus
9164,-1.451913654,6.214917603,Virus
1474,-1.451661207,5.350435739,Host
9546,-1.450891137,6.261948077,Virus
539,-1.450876898,6.247092794,Host
6739,-1.45039418,5.685103779,Virus
9525,-1.45036909,6.261948077,Virus
32,-1.450083336,6.214917603,Host
9464,-1.449984295,6.260196027,Virus
9072,-1.449833252,6.204440095,Virus
443,-1.448956072,6.247092794,Host
9848,-1.448588007,6.322060537,Virus
9274,-1.44835257,6.247092794,Virus
9298,-1.447754452,6.247092794,Virus
9712,-1.446659786,6.302390873,Virus
9863,-1.44662333,6.322060537,Virus
9470,-1.446267076,6.260196027,Virus
532,-1.446248677,6.247092794,Host
9854,-1.44623756,6.322060537,Virus
8753,-1.445625605,6.156901391,Virus
409,-1.445387958,6.214917603,Host
8792,-1.444672834,6.156901391,Virus
9296,-1.444590891,6.247092794,Virus
9528,-1.44449523,6.261948077,Virus
8268,-1.444411131,6.052054815,Virus
414,-1.444228727,5.565318157,Host
9284,-1.444071397,6.247092794,Virus
9297,-1.443839434,6.247092794,Virus
6531,-1.443664908,5.565318157,Virus
406,-1.443592641,6.214917603,Host
9462,-1.443336117,6.260196027,Virus
1499,-1.442657816,5.970751066,Host
1500,-1.442641355,5.970751066,Host
538,-1.442494004,6.247092794,Host
9288,-1.442132011,6.247092794,Virus
9480,-1.441236068,6.260196027,Virus
9181,-1.440345177,6.214917603,Virus
9527,-1.440283124,6.261948077,Virus
9703,-1.440111271,6.302390873,Virus
8927,-1.440088727,6.176226428,Virus
714,-1.439621207,6.247092794,Host
6539,-1.439520978,5.565318157,Virus
495,-1.439345185,6.214917603,Host
9292,-1.438212331,6.247092794,Virus
804,-1.437964378,6.342377627,Host
6721,-1.437710606,5.685103779,Virus
6729,-1.437463305,5.685103779,Virus
404,-1.437019044,6.214917603,Host
9309,-1.436639826,6.247092794,Virus
9702,-1.436422282,6.302390873,Virus
8755,-1.436301534,6.156901391,Virus
9886,-1.436133986,6.322060537,Virus
9856,-1.435230258,6.322060537,Virus
9310,-1.434945214,6.247092794,Virus
498,-1.434810444,6.214917603,Host
9157,-1.434754568,6.214917603,Virus
497,-1.434502539,6.214917603,Host
9705,-1.434451294,6.302390873,Virus
8756,-1.433963743,6.156901391,Virus
9700,-1.433954261,6.302390873,Virus
8754,-1.433494872,6.156901391,Virus
9711,-1.432775779,6.302390873,Virus
9867,-1.432543361,6.322060537,Virus
712,-1.431850324,6.247092794,Host
8761,-1.431186743,6.156901391,Virus
9311,-1.43101506,6.247092794,Virus
534,-1.430859333,6.247092794,Host
8759,-1.429853554,6.156901391,Virus
8293,-1.429691167,6.052054815,Virus
494,-1.429691091,6.214917603,Host
8252,-1.429581654,6.052054815,Virus
536,-1.429216445,6.247092794,Host
8264,-1.428049262,6.052054815,Virus
9710,-1.427729193,6.302390873,Virus
356,-1.42763828,6.247092794,Host
9853,-1.427418127,6.322060537,Virus
6555,-1.427256325,5.565318157,Virus
402,-1.427000077,6.214917603,Host
