,distv_num,dist_loca_num,Type
1012,-0.907170454,6.050098514,Host
8195,-0.906974612,6.050098514,Virus
6886,-0.906870873,5.718676871,Virus
2438,-0.90657384,6.116779641,Host
8825,-0.905865925,6.167947556,Virus
3550,-0.905377189,6.058494257,Host
8222,-0.904740878,6.050098514,Virus
7577,-0.904602789,5.91583744,Virus
4018,-0.904570677,5.992924361,Host
1037,-0.903774675,6.132274904,Host
160,-0.903725203,5.999529674,Host
9631,-0.903710617,6.294596557,Virus
8652,-0.903252343,6.132274904,Virus
6838,-0.903162859,5.718676871,Virus
8686,-0.902686719,6.132274904,Virus
8535,-0.902165163,6.116779641,Virus
8678,-0.901718348,6.132274904,Virus
8551,-0.901503455,6.116779641,Virus
1101,-0.901418405,6.050098514,Host
8996,-0.901349387,6.180851591,Virus
3985,-0.901072807,5.992924361,Host
527,-0.901067291,5.999529674,Host
1036,-0.900680604,6.132274904,Host
1199,-0.900590755,6.294596557,Host
8831,-0.900541871,6.167947556,Virus
2375,-0.900060172,6.116779641,Host
8828,-0.900043563,6.167947556,Virus
159,-0.899942951,5.999529674,Host
8646,-0.899830366,6.132274904,Virus
135,-0.899773231,5.565318157,Host
67,-0.898735152,5.999529674,Host
2501,-0.898638296,6.116779641,Host
1343,-0.898287954,6.050098514,Host
6878,-0.898174389,5.718676871,Virus
849,-0.897934122,6.050098514,Host
7195,-0.897912449,5.804090379,Virus
163,-0.897785562,5.999529674,Host
2747,-0.897714252,5.96002955,Host
162,-0.896881907,5.999529674,Host
8630,-0.89556038,6.132274904,Virus
3553,-0.895538721,6.058494257,Host
8516,-0.895476942,6.116779641,Virus
140,-0.895212529,5.565318157,Host
1040,-0.895191682,6.132274904,Host
7532,-0.895001409,5.905092012,Virus
9632,-0.894683408,6.294596557,Virus
8187,-0.894608841,6.050098514,Virus
8235,-0.894561304,6.050098514,Virus
3653,-0.89423358,6.180851591,Host
1038,-0.894158152,6.132274904,Host
4050,-0.894010261,5.992924361,Host
3554,-0.89388425,6.058494257,Host
3654,-0.893792884,6.180851591,Host
7584,-0.893520303,5.91583744,Virus
2370,-0.892963353,6.116779641,Host
1198,-0.892904086,6.294596557,Host
8211,-0.891887086,6.050098514,Virus
8204,-0.891786251,6.050098514,Virus
1342,-0.89165723,6.050098514,Host
8468,-0.89140606,6.081394927,Virus
8662,-0.891365305,6.132274904,Virus
7261,-0.891321091,5.830221222,Virus
7176,-0.891177607,5.804090379,Virus
1183,-0.89067213,6.050098514,Host
9004,-0.890198878,6.180851591,Virus
3549,-0.890138473,6.058494257,Host
8676,-0.889921488,6.132274904,Virus
2864,-0.889800625,5.96002955,Host
3951,-0.889616284,5.992924361,Host
7420,-0.888210742,5.87413609,Virus
8227,-0.887979798,6.050098514,Virus
8636,-0.887153583,6.132274904,Virus
9609,-0.887105978,6.294596557,Virus
7292,-0.886688515,5.856110302,Virus
6894,-0.886562539,5.718676871,Virus
7294,-0.886471848,5.856110302,Virus
1042,-0.886441222,6.132274904,Host
8628,-0.886182054,6.132274904,Virus
8660,-0.886024495,6.132274904,Virus
8196,-0.885974559,6.050098514,Virus
7534,-0.885901424,5.905092012,Virus
8651,-0.885887213,6.132274904,Virus
8638,-0.885809425,6.132274904,Virus
2687,-0.885556455,5.96002955,Host
2171,-0.885534905,6.116779641,Host
7722,-0.885534418,5.96002955,Virus
6839,-0.8849325,5.718676871,Virus
3551,-0.884887952,6.058494257,Host
526,-0.884768833,5.999529674,Host
8668,-0.884397385,6.132274904,Virus
3547,-0.884050764,6.058494257,Host
6887,-0.884034914,5.718676871,Virus
7559,-0.883951134,5.91583744,Virus
1035,-0.883111195,6.132274904,Host
8554,-0.8825959,6.116779641,Virus
8466,-0.882460046,6.081394927,Virus
7293,-0.882182193,5.856110302,Virus
8179,-0.882076747,6.050098514,Virus
3548,-0.882024059,6.058494257,Host
7249,-0.881596625,5.830221222,Virus
7254,-0.881299098,5.830221222,Virus
8236,-0.881130729,6.050098514,Virus
6885,-0.881106676,5.718676871,Virus
8827,-0.880958702,6.167947556,Virus
8205,-0.880758272,6.050098514,Virus
7197,-0.880743751,5.804090379,Virus
8320,-0.880577002,6.058494257,Virus
329,-0.880552759,5.91583744,Host
7290,-0.880487503,5.856110302,Virus
8514,-0.880248607,6.116779641,Virus
6879,-0.88024487,5.718676871,Virus
2921,-0.880194549,5.96002955,Host
7279,-0.880193698,5.830221222,Virus
41,-0.880187437,5.565318157,Host
1100,-0.879644969,6.050098514,Host
2806,-0.879569817,5.96002955,Host
8826,-0.879508022,6.167947556,Virus
7251,-0.879341473,5.830221222,Virus
8650,-0.879239489,6.132274904,Virus
8110,-0.879211726,5.999529674,Virus
8197,-0.878664907,6.050098514,Virus
7708,-0.878654186,5.96002955,Virus
8683,-0.878654161,6.132274904,Virus
1027,-0.878516077,6.294596557,Host
3621,-0.878185951,5.830221222,Host
46,-0.878118826,5.565318157,Host
1338,-0.878107375,6.050098514,Host
8626,-0.877995004,6.132274904,Virus
3650,-0.877424211,6.180851591,Host
7258,-0.877213623,5.830221222,Virus
1367,-0.877141918,6.132274904,Host
66,-0.876994571,5.999529674,Host
7296,-0.876929233,5.856110302,Virus
69,-0.876685111,5.999529674,Host
950,-0.876295868,6.294596557,Host
65,-0.876029078,5.999529674,Host
8334,-0.875910798,6.058494257,Virus
7567,-0.875821895,5.91583744,Virus
6888,-0.87553436,5.718676871,Virus
6840,-0.875401658,5.718676871,Virus
3655,-0.875392167,6.180851591,Host
1363,-0.875337891,6.132274904,Host
1039,-0.875110907,6.132274904,Host
7291,-0.874771379,5.856110302,Virus
8994,-0.874660804,6.180851591,Virus
1364,-0.874612171,6.132274904,Host
8552,-0.87452235,6.116779641,Virus
8675,-0.873928063,6.132274904,Virus
2862,-0.873876063,5.96002955,Host
8674,-0.873814463,6.132274904,Virus
8527,-0.873713818,6.116779641,Virus
2374,-0.873240633,6.116779641,Host
7271,-0.873055489,5.830221222,Virus
8670,-0.873053284,6.132274904,Virus
8682,-0.873042296,6.132274904,Virus
8212,-0.87302762,6.050098514,Virus
8219,-0.873004856,6.050098514,Virus
8536,-0.872856714,6.116779641,Virus
1362,-0.872701696,6.132274904,Host
237,-0.872395455,5.91583744,Host
1264,-0.872368152,6.050098514,Host
6880,-0.872225351,5.718676871,Virus
8642,-0.872025786,6.132274904,Virus
346,-0.871984571,5.999529674,Host
2660,-0.871947877,6.081394927,Host
8649,-0.871782527,6.132274904,Virus
2745,-0.871647149,5.96002955,Host
9585,-0.871573467,6.294596557,Virus
7232,-0.871428801,5.830221222,Virus
2750,-0.871071096,5.96002955,Host
68,-0.870830822,5.999529674,Host
1099,-0.870818952,6.050098514,Host
848,-0.870684417,6.050098514,Host
8237,-0.870549521,6.050098514,Virus
8627,-0.870486342,6.132274904,Virus
9601,-0.870432605,6.294596557,Virus
8333,-0.870403289,6.058494257,Virus
8228,-0.870018734,6.050098514,Virus
8188,-0.870000878,6.050098514,Virus
8644,-0.869631323,6.132274904,Virus
8655,-0.869511737,6.132274904,Virus
510,-0.869228236,5.91583744,Host
143,-0.868938688,5.91583744,Host
2867,-0.868511712,5.96002955,Host
7673,-0.868223931,5.96002955,Virus
2919,-0.867999049,5.96002955,Host
8330,-0.867869068,6.058494257,Virus
1182,-0.867790353,6.050098514,Host
8643,-0.867588912,6.132274904,Virus
7530,-0.866974275,5.905092012,Virus
8180,-0.866929362,6.050098514,Virus
949,-0.866902402,6.294596557,Host
7244,-0.866539992,5.830221222,Virus
6837,-0.86653623,5.718676871,Virus
8997,-0.866141438,6.180851591,Virus
7289,-0.865818773,5.856110302,Virus
7212,-0.865737124,5.804090379,Virus
8331,-0.86547076,6.058494257,Virus
2564,-0.864768185,5.96002955,Host
8189,-0.864600369,6.050098514,Virus
8658,-0.864329251,6.132274904,Virus
8193,-0.864055126,6.050098514,Virus
6895,-0.863970596,5.718676871,Virus
3624,-0.863969533,5.830221222,Host
1124,-0.863949476,6.132274904,Host
3656,-0.86347476,6.180851591,Host
8653,-0.863443143,6.132274904,Virus
847,-0.863387585,6.050098514,Host
8641,-0.863226851,6.132274904,Virus
8681,-0.862835096,6.132274904,Virus
9633,-0.862792133,6.294596557,Virus
8201,-0.862742406,6.050098514,Virus
2924,-0.862702862,5.96002955,Host
2306,-0.862636839,6.116779641,Host
1366,-0.862619107,6.132274904,Host
164,-0.8624962,5.999529674,Host
8635,-0.862433616,6.132274904,Virus
6884,-0.862397731,5.718676871,Virus
3534,-0.862301356,5.830221222,Host
2685,-0.86229645,5.96002955,Host
8213,-0.862248493,6.050098514,Virus
8634,-0.862109295,6.132274904,Virus
3657,-0.862098813,6.180851591,Host
9593,-0.861503121,6.294596557,Virus
1368,-0.861393136,6.132274904,Host
2721,-0.861350814,6.081394927,Host
6854,-0.861344103,5.718676871,Virus
8659,-0.861299227,6.132274904,Virus
8229,-0.861293394,6.050098514,Virus
8181,-0.860707613,6.050098514,Virus
2659,-0.860699083,6.081394927,Host
2898,-0.860696486,6.081394927,Host
1181,-0.860479174,6.050098514,Host
254,-0.859951178,5.999529674,Host
6877,-0.859747433,5.718676871,Virus
9005,-0.859285824,6.180851591,Virus
9617,-0.859207679,6.294596557,Virus
3011,-0.859093859,6.081394927,Host
8335,-0.85899756,6.058494257,Virus
2781,-0.858918544,6.081394927,Host
1095,-0.858758836,6.050098514,Host
8513,-0.85874702,6.116779641,Virus
934,-0.858703705,6.050098514,Host
1120,-0.858604312,6.132274904,Host
525,-0.858557711,5.999529674,Host
420,-0.858275317,5.91583744,Host
7583,-0.858050764,5.91583744,Virus
9000,-0.857643385,6.180851591,Virus
9002,-0.857573333,6.180851591,Virus
843,-0.857544214,6.050098514,Host
8993,-0.857434913,6.180851591,Virus
8316,-0.857307268,6.058494257,Virus
2955,-0.856648358,6.081394927,Host
2809,-0.856595185,5.96002955,Host
2690,-0.856528645,5.96002955,Host
1119,-0.856523441,6.132274904,Host
2720,-0.856165636,6.081394927,Host
1361,-0.855892406,6.132274904,Host
345,-0.855855807,5.999529674,Host
2804,-0.855538148,5.96002955,Host
1013,-0.855378132,6.050098514,Host
529,-0.85525986,5.999529674,Host
7692,-0.855204829,5.96002955,Virus
6893,-0.855204054,5.718676871,Virus
6896,-0.85516294,5.718676871,Virus
6836,-0.85508021,5.718676871,Virus
3533,-0.854469461,5.830221222,Host
8687,-0.854400973,6.132274904,Virus
8647,-0.854349102,6.132274904,Virus
1263,-0.85434217,6.050098514,Host
8645,-0.854097818,6.132274904,Virus
2780,-0.853791551,6.081394927,Host
2102,-0.853564319,6.116779641,Host
7516,-0.85307942,5.905092012,Virus
6870,-0.852710653,5.718676871,Virus
8998,-0.852217274,6.180851591,Virus
8177,-0.852053038,6.050098514,Virus
7419,-0.851917844,5.87413609,Virus
145,-0.851915288,5.91583744,Host
8625,-0.851653535,6.132274904,Virus
2353,-0.851606736,5.804090379,Host
6876,-0.851587824,5.718676871,Virus
1014,-0.851432134,6.050098514,Host
2897,-0.851327907,6.081394927,Host
8673,-0.851300006,6.132274904,Virus
8667,-0.851244344,6.132274904,Virus
8220,-0.851219659,6.050098514,Virus
1123,-0.851206592,6.132274904,Host
2661,-0.850748364,6.081394927,Host
3010,-0.850310739,6.081394927,Host
165,-0.84991394,5.999529674,Host
8685,-0.849557071,6.132274904,Virus
2840,-0.849509345,6.081394927,Host
8209,-0.849431206,6.050098514,Virus
9588,-0.849275801,6.294596557,Virus
8528,-0.848944,6.116779641,Virus
8631,-0.848942584,6.132274904,Virus
8666,-0.848891952,6.132274904,Virus
8679,-0.848752541,6.132274904,Virus
528,-0.848727076,5.999529674,Host
1262,-0.848442239,6.050098514,Host
8657,-0.848253583,6.132274904,Virus
3684,-0.848242431,5.531920888,Host
3532,-0.848179328,5.830221222,Host
1206,-0.847894559,6.132274904,Host
2954,-0.847675346,6.081394927,Host
2657,-0.847498853,6.081394927,Host
8677,-0.847435733,6.132274904,Virus
8629,-0.847408104,6.132274904,Virus
1287,-0.847003396,6.132274904,Host
3531,-0.846846892,5.830221222,Host
2598,-0.84621571,6.081394927,Host
8233,-0.846146858,6.050098514,Virus
2899,-0.84612206,6.081394927,Host
2749,-0.846096109,5.96002955,Host
8225,-0.845913134,6.050098514,Virus
8633,-0.845462651,6.132274904,Virus
8221,-0.845386697,6.050098514,Virus
49,-0.845230676,5.91583744,Host
933,-0.845167023,6.050098514,Host
7714,-0.845153528,5.96002955,Virus
2722,-0.845043989,6.081394927,Host
6882,-0.844979209,5.718676871,Virus
1177,-0.844878706,6.050098514,Host
7213,-0.844779589,5.804090379,Virus
8185,-0.844669614,6.050098514,Virus
1202,-0.844477338,6.132274904,Host
3537,-0.844217095,5.830221222,Host
70,-0.843210839,5.999529674,Host
2562,-0.84310776,5.96002955,Host
9641,-0.842983496,6.294596557,Virus
7514,-0.842784856,5.905092012,Virus
8109,-0.842773013,5.999529674,Virus
9008,-0.84273711,6.180851591,Virus
2782,-0.842624825,6.081394927,Host
1121,-0.842575742,6.132274904,Host
1365,-0.842368575,6.132274904,Host
437,-0.842170257,5.999529674,Host
2956,-0.841992558,6.081394927,Host
6406,-0.841943772,5.531920888,Virus
3012,-0.841837636,6.081394927,Host
2839,-0.841747153,6.081394927,Host
1283,-0.841702253,6.132274904,Host
7536,-0.841677457,5.905092012,Virus
8312,-0.841590499,6.058494257,Virus
3651,-0.841532796,6.180851591,Host
9001,-0.841376778,6.180851591,Virus
8661,-0.841204943,6.132274904,Virus
8663,-0.841167381,6.132274904,Virus
2567,-0.84114285,5.96002955,Host
2597,-0.841066031,6.081394927,Host
1201,-0.840923837,6.132274904,Host
7278,-0.84087388,5.830221222,Virus
3620,-0.840583814,5.830221222,Host
3565,-0.840568413,6.180851591,Host
3744,-0.840344485,5.830221222,Host
2866,-0.840270347,5.96002955,Host
2975,-0.840214251,5.96002955,Host
2239,-0.84020639,6.116779641,Host
1282,-0.840187218,6.132274904,Host
1118,-0.840065295,6.132274904,Host
8639,-0.839961963,6.132274904,Virus
6417,-0.83976365,5.531920888,Virus
872,-0.83913011,6.132274904,Host
932,-0.839018825,6.050098514,Host
7196,-0.838942266,5.804090379,Virus
9612,-0.838823324,6.294596557,Virus
8637,-0.838785633,6.132274904,Virus
9006,-0.838763892,6.180851591,Virus
6874,-0.838682411,5.718676871,Virus
253,-0.838576272,5.999529674,Host
3686,-0.838341776,5.531920888,Host
3536,-0.837487003,5.830221222,Host
6855,-0.837485012,5.718676871,Virus
8102,-0.837451756,5.999529674,Virus
7270,-0.837332478,5.830221222,Virus
8553,-0.837265576,6.116779641,Virus
3538,-0.837190733,5.830221222,Host
8999,-0.836998093,6.180851591,Virus
1015,-0.836504259,6.050098514,Host
6892,-0.836480661,5.718676871,Virus
1286,-0.835956831,6.132274904,Host
8500,-0.835758215,6.116779641,Virus
2689,-0.835719954,5.96002955,Host
1203,-0.835492921,6.132274904,Host
2841,-0.835492263,6.081394927,Host
8995,-0.835143431,6.180851591,Virus
3618,-0.835056527,5.830221222,Host
1125,-0.834942147,6.132274904,Host
1339,-0.834824988,6.050098514,Host
7529,-0.834783704,5.905092012,Virus
7192,-0.83448279,5.804090379,Virus
6846,-0.834480475,5.718676871,Virus
344,-0.834429071,5.999529674,Host
1110,-0.834424402,6.294596557,Host
7535,-0.834318498,5.905092012,Virus
8329,-0.833874923,6.058494257,Virus
1030,-0.833856115,6.294596557,Host
868,-0.833734902,6.132274904,Host
3008,-0.83353893,6.081394927,Host
6320,-0.833397044,5.471571445,Virus
6834,-0.833212989,5.718676871,Virus
6856,-0.833062248,5.718676871,Virus
2923,-0.832999124,5.96002955,Host
3747,-0.832868951,5.830221222,Host
3535,-0.832758275,5.830221222,Host
348,-0.832714552,5.999529674,Host
3777,-0.832627578,6.180851591,Host
9636,-0.831889921,6.294596557,Virus
7684,-0.831801966,5.96002955,Virus
8108,-0.831565074,5.999529674,Virus
869,-0.831248333,6.132274904,Host
8665,-0.831073267,6.132274904,Virus
2500,-0.831072998,6.116779641,Host
1122,-0.831070926,6.132274904,Host
9625,-0.831011889,6.294596557,Virus
71,-0.831001398,5.999529674,Host
1340,-0.830895784,6.050098514,Host
7597,-0.830854263,5.91583744,Virus
6075,-0.830781622,5.350435739,Virus
2658,-0.830509385,6.081394927,Host
2977,-0.830447834,5.96002955,Host
867,-0.830209308,6.132274904,Host
1205,-0.830105665,6.132274904,Host
3775,-0.830091347,6.180851591,Host
3555,-0.83000043,5.531920888,Host
2808,-0.829998182,5.96002955,Host
3625,-0.829681136,5.830221222,Host
347,-0.829554194,5.999529674,Host
2599,-0.829477316,6.081394927,Host
1288,-0.828729646,6.132274904,Host
6853,-0.828133158,5.718676871,Virus
7253,-0.827990691,5.830221222,Virus
51,-0.827951387,5.91583744,Host
7417,-0.82766607,5.87413609,Virus
6871,-0.827556005,5.718676871,Virus
2718,-0.827474201,6.081394927,Host
7668,-0.826975668,5.96002955,Virus
7531,-0.826898268,5.905092012,Virus
6407,-0.826720268,5.531920888,Virus
6419,-0.826649127,5.531920888,Virus
7598,-0.826204953,5.91583744,Virus
6872,-0.826124426,5.718676871,Virus
2895,-0.825839416,6.081394927,Host
6869,-0.825698369,5.718676871,Virus
9007,-0.825650624,6.180851591,Virus
1258,-0.82554244,6.050098514,Host
6408,-0.825324272,5.531920888,Virus
8217,-0.825246847,6.050098514,Virus
158,-0.824899078,5.999529674,Host
6422,-0.824841258,5.531920888,Virus
2174,-0.824767042,6.116779641,Host
6890,-0.824578274,5.718676871,Virus
6317,-0.823443477,5.471571445,Virus
8671,-0.823358364,6.132274904,Virus
1200,-0.823306017,6.132274904,Host
1284,-0.8232894,6.132274904,Host
7518,-0.823146233,5.905092012,Virus
3776,-0.823054177,6.180851591,Host
6405,-0.822893215,5.531920888,Virus
9003,-0.822798377,6.180851591,Virus
1281,-0.822634399,6.132274904,Host
436,-0.822484961,5.999529674,Host
2952,-0.822393212,6.081394927,Host
7513,-0.822339681,5.905092012,Virus
2980,-0.822297271,5.96002955,Host
8669,-0.82208362,6.132274904,Virus
858,-0.822046893,6.294596557,Host
957,-0.821981939,6.132274904,Host
531,-0.821776149,5.999529674,Host
6421,-0.821748492,5.531920888,Virus
7519,-0.821360733,5.905092012,Virus
871,-0.820965345,6.132274904,Host
6862,-0.820810248,5.718676871,Virus
2896,-0.820717282,6.081394927,Host
7589,-0.820658623,5.91583744,Virus
7174,-0.820637097,5.804090379,Virus
7590,-0.820596678,5.91583744,Virus
4251,-0.820505942,5.718676871,Host
3009,-0.820372019,6.081394927,Host
1011,-0.820342994,6.050098514,Host
7624,-0.820083141,5.917494355,Virus
2719,-0.81978357,6.081394927,Host
7209,-0.81962752,5.804090379,Virus
7250,-0.819440312,5.830221222,Virus
530,-0.819288619,5.999529674,Host
2778,-0.819021333,6.081394927,Host
435,-0.818990202,5.999529674,Host
438,-0.81893372,5.999529674,Host
4250,-0.818825241,5.718676871,Host
8508,-0.818578363,6.116779641,Virus
9604,-0.818510124,6.294596557,Virus
6847,-0.81837886,5.718676871,Virus
2566,-0.81824794,5.96002955,Host
8498,-0.81819026,6.116779641,Virus
2779,-0.818153508,6.081394927,Host
953,-0.81806947,6.132274904,Host
3687,-0.817940424,5.531920888,Host
1273,-0.817904698,6.294596557,Host
7175,-0.817728884,5.804090379,Virus
252,-0.817716581,5.999529674,Host
7700,-0.817696623,5.96002955,Virus
439,-0.817494547,5.999529674,Host
7208,-0.817165477,5.804090379,Virus
1207,-0.817081222,6.132274904,Host
6420,-0.816712711,5.531920888,Virus
2169,-0.816643311,6.116779641,Host
2486,-0.816299219,5.804090379,Host
2953,-0.816177101,6.081394927,Host
4145,-0.816030826,5.718676871,Host
866,-0.815523492,6.132274904,Host
7160,-0.815514953,5.804090379,Virus
844,-0.815419941,6.050098514,Host
7706,-0.815405448,5.96002955,Virus
7515,-0.814681538,5.905092012,Virus
7533,-0.814574156,5.905092012,Virus
4144,-0.81414952,5.718676871,Host
3778,-0.814084285,6.180851591,Host
8308,-0.814032177,6.058494257,Virus
256,-0.813633353,5.999529674,Host
6868,-0.813622534,5.718676871,Virus
704,-0.813574066,5.999529674,Host
3689,-0.813452129,5.531920888,Host
8314,-0.813427509,6.058494257,Virus
8315,-0.813361157,6.058494257,Virus
1353,-0.81305398,6.294596557,Host
9596,-0.812980499,6.294596557,Virus
2837,-0.8128902,6.081394927,Host
1096,-0.812810327,6.050098514,Host
7517,-0.812425587,5.905092012,Virus
6848,-0.81236073,5.718676871,Virus
952,-0.812339104,6.132274904,Host
873,-0.81222347,6.132274904,Host
1341,-0.812156582,6.050098514,Host
2655,-0.811994934,6.081394927,Host
7193,-0.811960074,5.804090379,Virus
1204,-0.811937494,6.132274904,Host
1285,-0.811748978,6.132274904,Host
928,-0.811502784,6.050098514,Host
6852,-0.811425965,5.718676871,Virus
3566,-0.811368784,6.180851591,Host
9586,-0.811356878,6.294596557,Virus
845,-0.811322969,6.050098514,Host
8317,-0.811266969,6.058494257,Virus
9610,-0.811209978,6.294596557,Virus
2838,-0.810586746,6.081394927,Host
763,-0.810546613,6.050098514,Host
3688,-0.810505013,5.531920888,Host
956,-0.810370477,6.132274904,Host
4252,-0.810328227,5.718676871,Host
7275,-0.810267249,5.830221222,Virus
687,-0.810236559,5.91583744,Host
255,-0.810118577,5.999529674,Host
6423,-0.809124789,5.531920888,Virus
509,-0.808937035,5.91583744,Host
6850,-0.808799856,5.718676871,Virus
7418,-0.808492464,5.87413609,Virus
7273,-0.808444192,5.830221222,Virus
64,-0.808277973,5.999529674,Host
3622,-0.808232545,5.830221222,Host
787,-0.80821116,6.132274904,Host
328,-0.808205838,5.91583744,Host
7339,-0.808199467,5.856110302,Virus
7265,-0.808156833,5.830221222,Virus
9644,-0.808058116,6.294596557,Virus
8318,-0.807891383,6.058494257,Virus
8112,-0.807655819,5.999529674,Virus
870,-0.807444174,6.132274904,Host
3006,-0.807253613,6.081394927,Host
3690,-0.807193903,5.531920888,Host
3743,-0.807005858,5.830221222,Host
1097,-0.806725131,6.050098514,Host
2482,-0.80615981,5.804090379,Host
6385,-0.806051001,5.531920888,Virus
3619,-0.80603992,5.830221222,Host
6314,-0.805709577,5.471571445,Virus
7267,-0.805692816,5.830221222,Virus
2716,-0.805438317,6.081394927,Host
3773,-0.805268752,6.180851591,Host
2595,-0.80521707,6.081394927,Host
2596,-0.804825882,6.081394927,Host
2105,-0.80473557,6.116779641,Host
6316,-0.804665099,5.471571445,Virus
3691,-0.804629836,5.531920888,Host
2893,-0.803925792,6.081394927,Host
1178,-0.803015114,6.050098514,Host
951,-0.802995527,6.132274904,Host
786,-0.802887817,6.132274904,Host
3780,-0.802407887,6.180851591,Host
9620,-0.802279303,6.294596557,Virus
8506,-0.802209313,6.116779641,Virus
6315,-0.802165628,5.471571445,Virus
3779,-0.802002816,6.180851591,Host
8319,-0.801964104,6.058494257,Virus
2776,-0.801765404,6.081394927,Host
9602,-0.801560033,6.294596557,Virus
772,-0.801442354,6.294596557,Host
3741,-0.801247456,5.830221222,Host
6402,-0.800991428,5.531920888,Virus
349,-0.800913304,5.999529674,Host
6433,-0.800903527,5.531920888,Virus
3567,-0.800855663,6.180851591,Host
6866,-0.800814748,5.718676871,Virus
782,-0.800431303,6.132274904,Host
511,-0.800405373,5.91583744,Host
149,-0.800299875,5.91583744,Host
4274,-0.80029697,5.718676871,Host
142,-0.800288811,5.91583744,Host
3748,-0.800154596,5.830221222,Host
930,-0.800038861,6.050098514,Host
4146,-0.799812957,5.718676871,Host
7171,-0.799764847,5.804090379,Virus
2950,-0.799715788,6.081394927,Host
4249,-0.7996347,5.718676871,Host
6424,-0.799202768,5.531920888,Virus
2488,-0.799011447,5.804090379,Host
958,-0.798995577,6.132274904,Host
4275,-0.798599542,5.718676871,Host
8107,-0.798528631,5.999529674,Virus
3685,-0.798507763,5.531920888,Host
6404,-0.79800693,5.531920888,Virus
350,-0.797709901,5.999529674,Host
8101,-0.797344758,5.999529674,Virus
762,-0.797294804,6.050098514,Host
1179,-0.797047216,6.050098514,Host
7228,-0.796932843,5.830221222,Virus
929,-0.796798903,6.050098514,Host
7594,-0.796722533,5.91583744,Virus
4086,-0.796286318,5.718676871,Host
616,-0.796201704,5.999529674,Host
4085,-0.796139012,5.718676871,Host
1098,-0.795924693,6.050098514,Host
7422,-0.795833288,5.87413609,Virus
7168,-0.795529514,5.804090379,Virus
781,-0.795382684,6.132274904,Host
6845,-0.795324575,5.718676871,Virus
6319,-0.795319215,5.471571445,Virus
7247,-0.79530371,5.830221222,Virus
6863,-0.79481827,5.718676871,Virus
6864,-0.794756952,5.718676871,Virus
4246,-0.794698186,5.718676871,Host
3735,-0.794499193,6.180851591,Host
2173,-0.794374727,6.116779641,Host
2487,-0.794370134,5.804090379,Host
7600,-0.793968465,5.91583744,Virus
2835,-0.793948215,6.081394927,Host
3596,-0.793926575,6.058494257,Host
3594,-0.793826204,6.058494257,Host
1192,-0.793715968,6.294596557,Host
761,-0.79347814,6.050098514,Host
846,-0.793391886,6.050098514,Host
7596,-0.793357321,5.91583744,Virus
3623,-0.793346003,5.830221222,Host
1260,-0.793313291,6.050098514,Host
954,-0.792825787,6.132274904,Host
3704,-0.792723643,5.830221222,Host
785,-0.792652952,6.132274904,Host
8972,-0.792358153,6.180851591,Virus
3742,-0.792134066,5.830221222,Host
3563,-0.791892913,6.180851591,Host
757,-0.791546106,6.050098514,Host
1259,-0.79148148,6.050098514,Host
1337,-0.791424383,6.050098514,Host
955,-0.791320614,6.132274904,Host
48,-0.791143762,5.91583744,Host
7620,-0.791034069,5.917494355,Virus
703,-0.790942845,5.999529674,Host
9634,-0.790667744,6.294596557,Virus
7423,-0.7904931,5.87413609,Virus
2979,-0.790460054,5.96002955,Host
6861,-0.790147092,5.718676871,Virus
3707,-0.789882171,5.830221222,Host
7593,-0.789790419,5.91583744,Virus
6435,-0.789588556,5.531920888,Virus
236,-0.789432673,5.91583744,Host
3746,-0.789104253,5.830221222,Host
6046,-0.788990127,5.293718207,Virus
1028,-0.78879483,6.294596557,Host
9628,-0.788710604,6.294596557,Virus
3737,-0.788425547,6.180851591,Host
6418,-0.788381429,5.531920888,Virus
943,-0.7883161,6.294596557,Host
4248,-0.788307159,5.718676871,Host
2593,-0.787873498,6.081394927,Host
2498,-0.787537122,6.116779641,Host
702,-0.787514557,5.999529674,Host
4226,-0.787192465,5.718676871,Host
1356,-0.786931281,6.294596557,Host
419,-0.786669521,5.91583744,Host
7222,-0.786471474,5.830221222,Virus
2309,-0.785821452,6.116779641,Host
3557,-0.785627943,5.531920888,Host
1180,-0.785616456,6.050098514,Host
9594,-0.785527654,6.294596557,Virus
330,-0.785511907,5.91583744,Host
599,-0.785428459,5.91583744,Host
6844,-0.785362188,5.718676871,Virus
3774,-0.785225755,6.180851591,Host
4143,-0.785215016,5.718676871,Host
8105,-0.784829254,5.999529674,Virus
4225,-0.784790797,5.718676871,Host
7421,-0.784772236,5.87413609,Virus
7343,-0.784620142,5.856110302,Virus
3568,-0.784371476,6.180851591,Host
258,-0.784308782,5.999529674,Host
705,-0.784272333,5.999529674,Host
8106,-0.784041536,5.999529674,Virus
4173,-0.784037567,5.718676871,Host
1094,-0.783868637,6.050098514,Host
780,-0.783828952,6.132274904,Host
7608,-0.783633934,5.917494355,Virus
8548,-0.783424609,6.116779641,Virus
257,-0.783410943,5.999529674,Host
2483,-0.783399099,5.804090379,Host
6387,-0.783151856,5.531920888,Virus
8100,-0.783140717,5.999529674,Virus
3745,-0.783132765,5.830221222,Host
440,-0.782985634,5.999529674,Host
6441,-0.782830712,5.531920888,Virus
7274,-0.782674629,5.830221222,Virus
706,-0.782614898,5.999529674,Host
7690,-0.781969108,5.96002955,Virus
7224,-0.781821488,5.830221222,Virus
3598,-0.781705896,6.058494257,Host
